id	sample1	sample2	sample3	sample4	sample5	sample6
gene2263	12.08	11.07	13.88	46.5	56.19	50.4
gene2264	1.34	2.21	2.96	2.66	2.9	1.55
gene2265	19.48	19.51	21.4	37.54	60.39	46.83
gene2266	18.97	35.15	26.47	40.79	65.76	51.58
gene2267	146.3	235.43	208.67	345.98	502.96	422.22
gene2268	86.62	130.38	134.6	89.57	152.06	114.3
gene2269	31.36	44.12	46.85	43.47	88.87	50.89
gene2270	11.57	9.97	11.98	1.39	1.03	1.01
gene2271	35.42	74.79	63.25	95.17	135.96	120.9
gene2272	1846.36	1208.42	1698.66	688.6	1091.23	859.84
gene2273	85.34	126.61	128.4	61.94	74.72	56.79
gene2274	10.38	14.14	16.9	21.78	25.09	24.32
gene2275	30.7	51.93	54.1	34.73	26.8	34.24
gene2276	0.63	0.56	1.19	2.08	3.47	3.4
gene2277	130.75	201.91	201.35	172.23	303.9	224.09
gene2278	64.6	71.61	81.14	61.94	78.76	64.71
gene2279	66.83	83.8	85.06	75.24	82.58	77.38
gene2280	706.7	716.18	777.3	760.99	968.91	744.75
gene2281	1.1	3.67	3.93	4.35	5.38	7.12
gene2282	66.2	77.9	76.25	50.69	56.63	50.14
gene2283	127.62	133.48	131.32	129.7	167.01	146.64
gene2284	0.0	0.76	1.65	4.87	1.39	4.77
gene2285	17.41	15.68	23.04	18.15	10.39	14.13
gene2286	19.72	36.79	31.32	119.97	149.96	118.3
gene2287	3.59	3.21	5.6	4.94	7.55	7.03
gene2288	5.74	10.56	12.36	5.81	4.12	5.99
gene2289	3.81	12.32	12.79	12.7	7.54	7.38
gene2290	62.38	100.28	107.8	118.3	183.78	131.58
gene2291	39.51	51.76	64.01	94.72	86.44	84.92
gene2292	0.0	9.79	7.6	10.85	2.32	7.4
gene2293	447.95	643.19	575.44	734.51	723.99	829.37
gene2294	152.76	245.82	249.59	242.98	152.35	213.14
gene2295	1.37	1.84	2.68	4.19	0.94	2.67
gene2296	31.75	46.28	48.75	49.49	77.01	56.46
gene2297	1.45	1.5	3.47	0.72	0.96	0.0
gene2298	2.6	3.42	3.36	4.16	3.98	2.86
gene2299	18.85	26.29	34.88	9.7	10.63	8.44
gene2300	217.08	238.89	267.06	192.33	258.68	219.3
gene2301	0.95	2.9	3.45	6.17	6.12	3.9
gene2302	1179.96	1490.22	1307.76	76.47	96.89	77.86
gene2303	84.11	85.65	111.87	40.09	35.16	38.66
gene2304	115.29	119.71	128.67	92.65	107.94	101.66
gene2305	490.34	540.55	604.57	536.19	576.27	528.43
gene2306	31.7	49.8	58.14	14.71	14.24	14.53
gene2307	5.93	6.22	5.65	18.83	30.84	18.77
gene2308	9.12	13.16	15.26	11.54	9.76	10.89
gene2309	21.06	31.96	32.57	14.21	25.74	22.73
gene2310	504.83	648.5	619.64	642.35	567.49	658.9
gene2311	33.1	57.01	52.68	103.77	101.27	110.28
gene2312	874.16	1288.63	1486.17	2533.45	3130.15	2540.72
gene2313	19.15	31.8	38.82	28.58	13.75	12.19
gene2314	9.4	7.56	10.99	19.06	13.79	16.84
gene2315	43.32	66.37	71.28	78.71	114.67	86.24
gene2316	5.05	8.54	12.29	6.79	3.4	7.54
gene2317	608.12	844.92	846.84	1133.24	1550.65	1273.18
gene2318	35.61	39.43	40.02	35.9	23.72	21.31
gene2319	707.51	692.04	780.29	587.88	523.38	521.11
gene2320	137.79	183.27	195.34	130.14	123.67	101.84
gene2321	28.34	54.76	53.16	62.9	82.41	62.44
gene2322	4.9	3.11	2.39	10.48	7.08	7.76
gene2323	36.19	43.13	50.36	59.81	79.45	59.68
gene2324	27.56	40.94	37.1	69.05	77.16	73.6
gene2325	150.0	192.0	231.61	161.29	197.7	168.62
gene2326	128.29	165.9	185.7	153.19	176.78	159.11
gene2327	92.57	154.51	163.09	156.5	231.9	187.32
gene2328	166.63	255.54	261.01	205.39	303.79	232.5
gene2329	0.0	0.0	0.0	18.47	12.83	18.94
gene2330	543.19	280.49	1076.48	77.8	54.32	82.0
gene2331	8.62	11.72	13.5	9.76	11.34	10.92
gene2332	1.24	1.57	2.09	2.56	4.43	2.85
gene2333	16.13	21.41	22.4	14.35	20.3	15.91
gene2334	11.04	10.78	12.33	10.93	11.31	10.56
gene2335	58.83	82.98	69.33	83.71	116.04	95.95
gene2336	0.0	1.59	2.58	4.32	0.0	3.53
gene2337	17.7	26.71	21.49	52.05	39.82	48.68
gene2338	8.61	13.35	16.79	19.6	16.23	18.84
gene2339	170.62	173.68	172.1	279.75	314.58	261.0
gene2340	4.98	6.18	4.57	10.6	11.64	11.29
gene2341	101.16	104.3	105.42	114.47	89.78	101.47
gene2342	1.6	1.93	1.55	4.15	1.76	4.25
gene2343	93.89	111.24	123.71	139.82	134.6	128.89
gene2344	176.18	176.93	200.48	199.0	159.39	195.5
gene2345	0.0	0.0	0.0	0.0	0.97	0.0
gene2346	206.78	343.1	361.77	36.98	48.86	44.74
gene2347	47.94	74.78	76.4	108.12	104.76	92.85
gene2348	65.86	118.46	116.48	535.47	1035.12	655.27
gene2349	114.03	189.2	200.66	243.07	333.7	264.24
gene2350	154.14	227.47	229.0	236.1	227.2	206.93
gene2351	55.1	80.98	62.53	86.16	78.22	80.27
gene2352	21.45	19.11	24.19	26.21	34.58	29.13
gene2353	380.59	428.2	432.83	249.79	313.78	246.95
gene2354	6.22	6.17	5.62	11.16	8.43	15.24
gene2355	422.51	381.02	380.19	849.71	657.14	745.67
gene2356	26.57	42.43	48.89	30.37	37.39	32.93
gene2357	9.11	18.79	17.39	31.23	30.64	30.04
gene2358	3.1	4.71	3.84	4.09	5.58	4.4
gene2359	48.81	52.91	62.49	41.73	61.65	48.69
gene2360	296.93	341.32	356.78	771.99	604.46	559.19
gene2361	52.48	54.79	47.72	43.02	53.24	45.31
gene2362	3.61	8.88	7.2	10.92	12.08	15.09
gene2363	11.84	5.79	16.4	45.7	47.75	46.08
gene2364	15.22	29.37	34.26	34.09	30.34	35.15
gene2365	0.0	4.6	2.2	3.17	4.2	1.82
gene2366	41.76	62.11	62.26	53.83	56.79	47.23
gene2367	36.65	38.81	52.29	80.25	101.72	86.3
gene2368	34.08	32.08	41.98	24.9	17.36	22.25
gene2369	52.62	53.16	64.44	44.35	63.9	51.63
gene2370	17.61	15.02	25.61	36.56	26.99	35.45
gene2371	284.72	315.69	326.72	266.19	263.74	219.01
gene2372	20.95	30.46	27.91	117.58	53.41	117.44
gene2373	1187.9	1409.91	1376.67	465.15	310.31	363.99
gene2374	39.51	42.37	42.45	41.18	51.16	43.38
gene2375	256.67	367.77	372.48	184.01	200.88	197.81
gene2376	141.31	117.48	149.14	153.62	149.9	148.17
gene2377	5.17	11.53	12.37	11.01	8.61	6.81
gene2378	22.73	26.85	31.85	141.08	87.18	118.81
gene2379	1.69	4.34	4.49	10.52	11.76	12.72
gene2380	122.72	186.75	184.96	178.99	239.07	198.59
gene2381	63.88	48.02	70.56	63.95	50.2	61.43
gene2382	5.81	11.44	12.08	21.41	19.65	23.24
gene2383	264.16	337.97	369.8	81.96	71.64	111.86
gene2384	155.74	185.84	219.72	292.34	336.72	305.26
gene2385	3.13	4.11	6.45	6.17	11.75	8.46
gene2386	9.65	7.87	12.93	15.79	9.6	12.38
gene2387	43.0	45.23	44.38	53.88	57.47	64.54
gene2388	58.66	88.43	84.9	115.32	134.39	114.39
gene2389	1.85	7.18	7.11	3.33	4.42	2.17
gene2390	169.69	209.72	240.98	206.55	177.91	195.93
gene2391	7.19	0.0	2.74	0.0	2.19	1.08
gene2392	4.38	3.45	5.33	2.72	2.77	2.71
gene2393	3.44	5.15	4.59	17.36	19.54	17.77
gene2394	6.47	8.34	11.06	6.08	8.1	6.48
gene2395	4.3	11.31	10.42	13.85	45.82	18.94
gene2396	2.23	2.18	1.52	5.04	2.77	4.34
gene2397	39.6	52.24	48.89	92.12	55.51	41.73
gene2398	64.63	94.0	114.17	122.56	150.91	126.17
gene2399	5.22	37.91	26.85	28.97	36.15	27.78
gene2400	3.46	4.96	7.41	9.24	11.94	10.0
gene2401	14.45	20.82	20.02	48.25	48.01	39.77
gene2402	14.88	30.97	24.48	24.75	28.89	21.33
gene2403	203.05	223.39	261.39	231.24	236.85	208.33
gene2404	310.91	256.06	290.94	332.18	282.71	333.98
gene2405	9.75	18.27	19.77	20.71	18.18	20.29
gene2406	6.2	2.47	4.46	2.24	2.23	2.93
gene2407	2.96	4.53	3.02	4.58	3.02	4.17
gene2408	2.24	4.24	4.19	3.87	4.53	3.45
gene2409	32.31	55.04	74.3	125.13	107.67	106.12
gene2410	113.06	133.19	171.32	113.68	133.18	115.02
gene2411	107.99	122.16	138.72	100.28	86.59	82.55
gene2412	6.33	4.9	5.37	6.27	6.33	5.03
gene2413	3.45	4.64	8.35	6.15	4.87	5.17
gene2414	12.33	17.06	17.59	16.0	21.06	15.89
gene2415	179.41	261.92	315.62	229.3	270.43	238.42
gene2416	48.48	52.87	59.63	51.41	56.03	56.4
gene2417	79.83	114.39	120.64	79.35	124.42	92.14
gene2418	10.65	5.39	6.14	10.68	6.58	8.48
gene2419	3323.21	4553.88	6435.34	2636.42	3264.63	2440.29
gene2420	11.44	13.92	13.44	13.13	16.27	12.41
gene2421	69.11	71.01	87.96	84.73	82.15	99.15
gene2422	1.53	1.43	1.83	1.03	0.65	1.54
gene2423	97.51	156.77	192.86	139.03	304.74	164.66
gene2424	13.92	18.33	16.73	26.05	35.22	32.92
gene2425	1.88	3.79	4.06	33.5	17.51	17.87
gene2426	1.22	4.27	6.18	7.52	6.97	5.89
gene2427	57.78	54.07	54.86	24.62	30.27	25.43
gene2428	8.34	13.06	14.37	6.33	5.63	6.48
gene2429	3.78	3.63	5.94	662.41	737.58	611.98
gene2430	112.41	178.41	173.06	136.86	113.74	141.61
gene2431	30.39	31.4	35.73	36.19	49.5	39.13
gene2432	50.73	57.51	68.2	85.78	68.64	84.12
gene2433	257.37	333.8	367.18	328.04	394.53	345.65
gene2434	2.02	0.0	0.0	1.4	1.39	0.46
gene2435	4.8	4.17	10.11	5.66	5.26	3.0
gene2436	89.86	46.57	58.48	66.33	44.15	63.58
gene2437	10.44	12.93	15.75	34.65	43.74	38.11
gene2438	18.61	30.58	31.51	52.87	38.11	39.37
gene2439	2.73	2.23	2.37	17.07	17.42	12.07
gene2440	22.08	35.2	38.4	21.03	24.6	22.32
gene2441	20.4	27.35	30.98	59.58	85.87	65.86
gene2442	43.76	78.18	80.58	77.82	80.74	81.98
gene2443	9.46	22.36	21.73	21.56	25.84	36.83
gene2444	16.82	20.47	26.46	44.02	37.75	40.82
gene2445	7.91	9.53	10.51	11.34	6.69	9.7
gene2446	3.12	2.95	1.59	2.02	1.34	1.98
gene2447	4.32	9.08	14.01	9.2	4.64	9.15
gene2448	5.51	12.12	10.65	4.74	3.93	3.52
gene2449	14.87	21.99	26.06	30.07	23.97	29.71
gene2450	75.42	88.97	94.36	74.43	105.86	75.27
gene2451	55.66	62.53	71.68	76.42	82.59	71.5
gene2452	0.51	1.42	1.14	0.35	0.34	1.17
gene2453	22.92	32.34	32.37	58.61	70.43	61.47
gene2454	44.42	33.61	40.11	44.0	38.16	46.11
gene2455	27.08	28.86	26.4	17.76	16.71	17.38
gene2456	4.39	3.3	5.69	5.01	2.3	4.85
gene2457	6.17	4.73	6.33	10.54	12.93	10.89
gene2458	11.91	14.95	15.78	14.78	14.35	16.3
gene2459	113.37	167.26	143.88	218.35	221.73	242.8
gene2460	9.3	10.36	13.41	11.0	8.13	7.0
gene2461	58.37	68.52	70.23	105.07	114.91	110.16
gene2462	62.46	83.54	86.55	92.9	100.27	85.62
gene2463	18.69	20.62	23.98	37.56	31.89	32.73
gene2464	2.04	2.75	2.09	25.15	29.36	17.59
gene2465	79.66	76.81	74.01	65.82	78.41	61.37
gene2466	4.84	1.99	3.7	3.67	2.42	3.16
gene2467	65.67	61.62	90.25	21.0	28.85	25.67
gene2468	124.77	123.77	157.85	413.89	213.92	270.31
gene2469	16.42	26.31	29.76	18.65	18.68	21.28
gene2470	470.55	677.93	698.92	1165.04	1497.49	1111.61
gene2471	117.81	180.54	171.42	505.43	536.21	528.82
gene2472	5.58	2.8	7.75	9.13	6.42	5.55
gene2473	115.81	235.24	270.61	4.9	5.92	4.57
gene2474	1654.31	3489.77	3832.01	2582.85	4528.03	2686.34
gene2475	182.25	207.67	216.55	150.68	187.97	156.86
gene2476	23.98	18.11	17.2	24.72	38.79	27.57
gene2477	0.84	1.09	3.75	2.12	2.94	3.3
gene2478	38.53	64.26	64.52	19.96	19.05	28.43
gene2479	1359.3	1629.19	1600.84	823.56	849.47	794.9
gene2480	16.43	14.37	24.18	11.5	6.7	9.91
gene2481	34.67	55.39	43.33	245.12	242.85	229.27
gene2482	32.2	34.97	41.26	43.68	48.58	40.95
gene2483	11.4	19.7	19.15	34.69	52.67	37.19
gene2484	46.17	78.94	89.72	61.88	78.42	66.88
gene2485	267.03	311.65	346.02	249.34	303.06	281.24
gene2486	11.16	14.8	16.39	8.0	6.97	7.09
gene2487	13.55	13.07	38.87	25.99	24.97	12.31
gene2488	16.31	22.75	21.57	36.39	38.66	38.07
gene2489	13.9	26.98	23.51	21.37	25.98	17.99
gene2490	47.48	56.45	62.77	35.96	47.94	33.89
gene2491	4.8	4.7	7.52	16.28	17.54	15.99
gene2492	81.04	100.38	97.09	126.24	124.62	127.78
gene2493	43.75	57.98	76.56	0.64	1.14	0.74
gene2494	393.21	425.38	444.76	382.28	364.53	319.81
gene2495	46.1	64.35	74.96	67.84	63.18	66.24
gene2496	8.71	10.24	12.16	25.32	44.2	29.71
gene2497	530.56	673.66	789.78	577.85	788.83	562.04
gene2498	5.21	5.55	7.86	9.37	19.38	9.51
gene2499	233.46	272.58	333.54	58.79	52.63	86.93
gene2500	9.2	21.91	19.28	109.07	82.39	93.45
gene2501	335.39	431.74	496.83	978.02	1381.51	986.28
gene2502	0.82	0.43	0.68	0.62	0.2	0.2
gene2503	19.86	23.06	26.72	42.63	40.49	39.5
gene2504	876.15	935.0	1090.95	951.55	779.34	684.59
gene2505	6.11	7.99	9.37	23.19	18.74	22.87
gene2506	1.69	1.34	1.74	1.74	3.16	2.81
gene2507	23.82	35.76	35.03	42.93	36.68	38.15
gene2508	279.94	376.97	400.33	172.54	207.22	149.94
gene2509	350.57	488.08	516.48	122.21	168.08	167.19
gene2510	8.9	9.29	9.53	11.29	10.2	11.65
gene2511	15.87	23.56	20.9	29.6	29.25	34.44
gene2512	20.58	28.9	24.33	34.72	54.8	41.94
gene2513	3.02	3.18	5.91	5.97	3.35	3.81
gene2514	369.56	486.44	531.0	20.39	19.99	18.78
gene2515	18.52	26.11	23.88	23.6	40.56	28.72
gene2516	1.58	0.79	0.85	1.51	0.37	0.73
gene2517	1.02	0.98	1.04	1.71	0.32	1.13
gene2518	369.8	506.73	466.71	47.85	82.74	45.43
gene2519	18.57	28.17	31.93	34.63	38.89	32.58
gene2520	96.41	115.8	121.51	125.68	181.37	147.7
gene2521	3.91	4.85	5.54	3.07	1.69	3.06
gene2522	29.87	36.62	39.59	49.92	50.33	45.84
gene2523	44.53	71.97	91.11	94.22	178.18	110.8
gene2524	33.93	75.36	48.48	262.84	258.46	274.65
gene2525	7.4	7.92	10.52	1.69	0.56	1.64
gene2526	4.4	7.71	8.11	12.16	13.67	10.47
gene2527	2.96	3.03	0.97	2.62	3.17	3.96
gene2528	91.93	132.92	163.41	39.78	50.49	47.74
gene2529	25.04	42.95	33.55	61.2	88.82	69.4
gene2530	4.86	2.79	7.82	3.12	3.1	1.52
gene2531	125.7	166.91	169.0	236.99	241.33	245.79
gene2532	26.1	18.71	16.78	19.4	18.43	14.34
gene2533	203.06	228.57	220.73	295.98	393.45	330.95
gene2534	18.26	36.53	31.34	40.64	53.1	43.26
gene2535	1.93	4.41	6.67	5.19	7.08	6.41
gene2536	65.53	66.43	80.28	163.54	96.57	139.37
gene2537	14.2	23.82	29.84	55.9	39.75	53.62
gene2538	3.39	3.85	4.63	10.99	8.71	9.3
gene2539	41.53	56.14	64.94	95.54	98.15	106.62
gene2540	11.78	9.37	13.08	25.42	14.25	21.05
gene2541	22.09	32.07	32.25	24.36	31.63	28.16
gene2542	13.83	19.67	17.1	40.08	33.91	35.72
gene2543	5.5	8.21	10.6	17.35	11.2	12.69
gene2544	9.46	13.22	10.67	11.78	13.88	11.98
gene2545	179.4	145.64	182.02	115.1	75.29	113.76
gene2546	3.82	2.24	5.7	3.51	5.62	5.24
gene2547	7.23	7.44	2.56	3.08	1.27	1.0
gene2548	0.7	1.58	1.68	0.92	1.09	1.15
gene2549	46.25	49.35	56.73	37.02	34.38	40.25
gene2550	4.9	7.39	11.29	14.95	18.96	18.55
gene2551	175.83	203.83	242.8	137.62	136.47	131.4
gene2552	0.15	0.94	0.67	5.1	18.11	7.55
gene2553	10.49	10.02	11.31	16.35	18.43	16.11
gene2554	61.4	99.98	89.37	98.83	136.2	112.25
gene2555	43.4	47.76	51.59	93.18	84.08	95.92
gene2556	64.9	77.23	79.29	37.91	62.75	55.11
gene2557	133.29	189.61	190.57	178.4	302.92	219.59
gene2558	0.88	0.9	2.9	4.62	0.86	2.81
gene2559	29.42	51.65	53.21	50.79	64.76	51.23
gene2560	39.4	63.0	65.33	61.95	71.51	63.9
gene2561	45.24	58.29	44.17	38.32	45.64	44.5
gene2562	10.43	17.37	17.18	15.38	22.84	16.9
gene2563	8.45	4.96	2.37	5.14	4.6	6.02
gene2564	3.82	6.13	6.56	6.72	6.69	6.6
gene2565	58.49	75.6	105.73	79.3	102.63	85.85
gene2566	6.07	7.4	11.07	9.19	11.14	8.88
gene2567	2.69	1.53	2.39	7.32	7.64	10.77
gene2568	0.33	1.91	0.74	1.86	3.02	2.62
gene2569	7.47	4.18	2.5	7.43	6.51	4.26
gene2570	17.97	25.74	27.59	26.9	36.07	23.95
gene2571	164.92	228.34	169.5	162.07	165.71	169.76
gene2572	20.43	28.55	25.9	105.75	91.15	106.53
gene2573	208.86	206.05	212.54	246.76	252.41	260.25
gene2574	11.03	17.52	22.3	14.47	10.94	20.93
gene2575	49.48	64.72	65.62	54.63	45.77	44.54
gene2576	6.71	8.74	11.46	20.7	26.27	25.42
gene2577	211.12	326.94	273.84	76.0	81.52	86.68
gene2578	1.7	2.7	1.23	3.9	3.36	4.02
gene2579	34.27	50.21	48.3	100.44	84.42	96.59
gene2580	3.58	0.5	0.54	1.89	0.0	0.92
gene2581	19.56	26.94	26.65	30.53	35.8	31.29
gene2582	467.06	555.0	649.33	500.52	687.4	461.23
gene2583	26.2	44.68	55.04	62.07	65.29	58.23
gene2584	96.25	101.58	126.91	78.89	79.18	84.47
gene2585	9.78	11.06	14.95	9.18	8.47	10.43
gene2586	14.56	15.99	16.18	24.64	18.86	20.27
gene2587	29.26	33.13	38.79	120.89	105.77	109.02
gene2588	111.92	81.13	106.21	112.12	81.0	97.05
gene2589	25.1	39.34	35.15	76.9	55.74	65.81
gene2590	2.41	1.04	1.56	2.43	2.81	2.16
gene2591	1.06	2.65	1.93	4.5	5.4	3.57
gene2592	5.72	8.01	9.86	14.76	13.56	12.68
gene2593	17.41	15.68	23.04	18.15	10.39	14.13
gene2594	99.86	136.8	145.38	145.41	143.86	125.29
gene2595	12.3	20.16	17.82	20.48	23.77	29.23
gene2596	13.05	14.84	18.11	15.69	22.22	18.25
gene2597	0.0	2.2	2.43	3.65	3.69	0.0
gene2598	573.03	1083.84	970.33	28.75	34.26	24.8
gene2599	4.18	8.54	9.66	3.35	3.91	3.99
gene2600	34.7	40.9	44.49	58.75	73.21	63.23
gene2601	4.29	7.34	7.23	7.61	6.16	5.62
gene2602	1197.24	1497.23	1528.83	233.19	348.74	281.59
gene2603	12.75	13.09	10.89	15.79	12.97	13.99
gene2604	1.2	1.6	0.43	1.14	1.13	1.48
gene2605	15.63	19.22	25.69	51.04	59.27	49.28
gene2606	1.27	0.9	1.31	2.86	10.77	5.96
gene2607	6.24	11.78	12.39	13.25	11.71	10.61
gene2608	18.44	31.5	27.71	113.0	142.75	164.41
gene2609	14.54	17.11	18.59	22.42	27.5	22.29
gene2610	46.26	59.39	59.9	136.69	211.7	145.6
gene2611	249.46	320.1	391.53	522.81	344.44	424.1
gene2612	6.37	14.46	12.56	4.47	1.82	1.53
gene2613	0.34	2.48	2.08	2.25	2.05	2.85
gene2614	50.39	57.82	56.25	80.18	86.89	84.0
gene2615	131.15	153.89	160.82	512.47	507.57	509.21
gene2616	46.8	46.07	55.4	47.57	52.96	50.27
gene2617	150.02	208.39	217.75	196.61	226.54	202.24
gene2618	99.07	134.5	157.18	120.76	150.81	121.52
gene2619	6.85	13.45	9.04	13.95	13.78	13.97
gene2620	37.92	50.21	45.84	104.68	111.14	122.2
gene2621	73.28	145.68	138.03	133.81	173.54	151.32
gene2622	1.21	2.72	2.1	11.55	8.36	10.45
gene2623	74.54	77.51	90.06	41.57	60.77	43.34
gene2624	151.82	230.28	235.0	217.04	284.49	206.0
gene2625	22.3	30.71	33.98	71.45	83.74	73.29
gene2626	9.22	14.03	15.55	25.13	16.46	17.1
gene2627	0.79	1.38	1.03	3.25	1.48	2.23
gene2628	33.28	44.25	41.42	54.46	68.37	57.28
gene2629	70.42	76.47	60.32	98.85	90.86	101.19
gene2630	10.58	17.36	18.84	17.28	19.97	15.61
gene2631	9.07	9.0	10.08	10.82	3.71	6.66
gene2632	55.83	81.05	86.58	96.07	122.99	105.67
gene2633	17.53	30.6	30.22	35.74	47.0	33.31
gene2634	5.59	8.55	6.73	13.19	11.55	11.44
gene2635	174.77	201.43	230.18	432.51	661.78	475.37
gene2636	0.92	1.57	0.67	2.11	4.19	3.52
gene2637	29.36	46.55	45.91	32.18	28.06	34.7
gene2638	40.21	62.56	56.64	105.18	102.96	94.26
gene2639	3.91	5.02	7.8	5.81	4.13	6.34
gene2640	4.68	5.47	3.98	4.71	2.59	6.71
gene2641	108.57	103.58	125.65	71.0	53.38	69.8
gene2642	3.39	5.98	7.42	9.66	10.47	7.04
gene2643	18.46	20.01	24.84	17.14	16.66	21.01
gene2644	215.21	294.81	316.72	230.45	301.13	246.18
gene2645	9.64	9.59	9.57	11.39	7.17	10.64
gene2646	0.0	0.68	0.73	0.65	0.65	0.32
gene2647	27.42	39.91	48.62	46.41	55.1	49.08
gene2648	47.98	53.51	56.21	33.9	40.42	35.21
gene2649	353.54	573.5	634.18	377.83	333.25	289.99
gene2650	5.77	5.74	7.82	5.76	6.16	5.58
gene2651	4.5	7.46	5.21	5.85	9.99	6.43
gene2652	26.52	53.36	59.4	439.18	499.4	509.69
gene2653	2.74	4.54	2.44	5.14	1.27	3.75
gene2654	29.07	38.01	36.95	42.59	60.89	54.88
gene2655	0.0	0.0	0.0	1.26	1.89	1.24
gene2656	444.08	444.93	511.42	465.56	472.96	472.87
gene2657	11.26	8.89	6.13	17.58	21.91	7.18
gene2658	46.73	54.4	65.71	511.69	496.26	637.83
gene2659	9.7	10.38	12.83	31.55	35.63	34.02
gene2660	100.84	121.86	131.81	155.35	210.91	175.88
gene2661	3.67	4.37	8.03	1.5	0.59	0.58
gene2662	95.12	162.23	177.6	59.62	65.4	68.53
gene2663	52.05	60.2	59.63	77.27	103.77	85.55
gene2664	134.29	188.2	211.64	189.34	246.73	196.28
gene2665	1911.62	2524.27	2696.01	202.87	514.05	214.07
gene2666	13.51	15.67	22.82	27.98	25.25	23.89
gene2667	60.93	93.9	100.11	50.02	48.28	45.71
gene2668	21.77	30.11	25.71	34.47	51.3	33.95
gene2669	15.09	21.57	19.99	20.78	28.9	25.48
gene2670	15.23	20.46	18.32	26.38	22.08	34.74
gene2671	31.06	65.33	70.41	7.1	13.67	10.12
gene2672	49.35	57.53	58.97	84.7	72.69	80.3
gene2673	4.06	5.09	12.2	4.21	2.62	2.57
gene2674	36.64	46.53	47.1	51.15	64.55	57.54
gene2675	34.04	45.87	67.53	41.73	41.73	39.92
gene2676	22.34	30.3	30.43	44.19	39.89	27.06
gene2677	40.15	49.4	53.32	81.11	100.74	82.54
gene2678	2.0	4.36	5.26	4.55	4.64	3.87
gene2679	1.53	4.06	3.35	0.3	1.19	0.58
gene2680	15.95	40.3	38.57	93.29	126.43	96.94
gene2681	116.76	103.36	125.36	390.14	321.57	372.39
gene2682	5.12	16.93	17.21	22.82	20.84	9.78
gene2683	76.24	107.77	117.57	78.31	105.38	74.53
gene2684	73.71	80.36	104.18	88.07	77.63	66.13
gene2685	1.08	1.12	0.96	2.18	0.0	2.11
gene2686	65.18	106.33	91.98	140.55	134.07	147.52
gene2687	49.93	84.79	81.17	96.75	102.43	105.12
gene2688	50.08	64.2	77.75	284.87	391.85	296.34
gene2689	66.7	87.89	104.25	116.33	165.09	145.81
gene2690	10.3	8.4	15.89	24.38	26.2	21.36
gene2691	174.91	66.04	239.25	37.59	35.83	33.72
gene2692	9.08	11.75	13.65	29.67	104.94	53.24
gene2693	432.79	661.95	643.5	1230.31	1417.67	1279.31
gene2694	8.31	5.76	7.64	5.98	4.75	6.62
gene2695	6.37	4.83	12.78	11.49	16.53	12.22
gene2696	10.44	10.2	14.02	14.05	21.68	15.95
gene2697	331.43	277.74	317.3	448.88	277.63	358.65
gene2698	3.09	4.09	4.25	10.52	8.31	9.33
gene2699	9.01	11.08	11.05	3.79	3.78	3.52
gene2700	12.3	16.33	17.0	13.7	14.09	11.83
gene2701	11.42	9.55	14.51	8.65	7.14	6.39
gene2702	67.2	108.68	104.16	143.74	213.7	169.61
gene2703	37.95	39.87	53.48	79.68	56.08	70.27
gene2704	19.75	25.91	26.29	31.83	37.81	34.43
gene2705	24.29	33.39	33.57	30.49	41.39	35.6
gene2706	194.41	222.59	251.04	457.72	349.33	387.34
gene2707	25.65	28.67	29.71	43.49	50.16	53.23
gene2708	73.66	109.14	97.09	74.63	119.49	82.68
gene2709	0.0	2.2	0.0	4.85	4.85	2.87
gene2710	46.84	47.66	55.37	80.91	51.03	68.4
gene2711	130.07	168.52	152.34	339.89	388.94	345.82
gene2712	1.41	2.72	2.5	5.45	24.29	9.74
gene2713	106.89	138.71	176.26	196.15	184.0	173.97
gene2714	3.73	5.64	7.34	7.87	8.23	6.55
gene2715	638.74	658.89	702.18	641.37	592.81	582.19
gene2716	1.36	1.8	2.68	2.82	1.86	2.5
gene2717	7.15	9.67	8.54	7.56	9.15	8.08
gene2718	0.0	0.81	3.04	1.54	2.29	1.87
gene2719	0.41	1.23	0.44	4.26	2.31	3.02
gene2720	1.07	2.17	2.92	1.95	1.84	1.17
gene2721	2.69	3.49	1.74	2.48	2.01	1.09
gene2722	2.61	4.66	6.06	13.36	6.63	7.73
gene2723	99.17	123.03	113.93	214.18	168.33	196.63
gene2724	2.38	3.37	4.81	5.89	4.32	7.4
gene2725	23.99	67.17	53.69	61.61	84.24	71.23
gene2726	1.61	0.76	0.82	6.23	4.14	2.03
gene2727	59.72	68.3	60.04	81.15	80.16	79.69
gene2728	51.02	108.82	106.81	127.75	189.21	154.5
gene2729	0.64	2.47	2.66	3.99	4.54	5.02
gene2730	29.51	32.59	42.61	19.97	14.86	19.22
gene2731	4.61	4.59	6.42	3.03	3.87	3.79
gene2732	12.82	11.34	14.14	18.81	7.37	11.48
gene2733	17.91	29.99	23.29	20.31	15.59	22.96
gene2734	0.89	0.82	1.79	4.47	4.46	3.66
gene2735	4.57	6.24	5.69	9.13	8.15	7.28
gene2736	35.71	56.72	70.61	79.14	109.77	82.06
gene2737	2.25	5.0	3.93	7.75	27.08	9.5
gene2738	37.39	27.38	46.33	34.73	47.94	45.8
gene2739	54.47	73.92	69.46	67.59	90.52	75.46
gene2740	203.36	305.52	223.71	318.23	427.85	348.5
gene2741	164.85	174.8	272.36	153.06	173.13	134.24
gene2742	575.13	549.43	669.19	484.05	783.96	592.13
