id	sample1	sample2	sample3	sample4	sample5	sample6
gene1305	9.65	12.22	12.19	21.53	33.36	26.61
gene1306	42.02	38.27	39.97	62.14	54.7	60.26
gene1307	18.89	17.24	20.57	23.8	17.32	20.29
gene1308	4.41	10.21	13.22	9.23	7.48	11.18
gene1309	1790.24	1739.11	1836.77	1101.33	1077.7	1079.24
gene1310	0.98	1.43	1.52	1.19	1.76	1.54
gene1311	187.26	237.62	234.27	456.76	460.65	435.23
gene1312	1.29	3.93	5.61	7.21	4.66	5.18
gene1313	513.91	602.22	678.94	520.68	583.86	556.05
gene1314	26.99	43.94	48.1	57.27	62.5	51.57
gene1315	151.93	191.34	169.8	239.2	215.03	242.01
gene1316	0.0	2.74	4.96	1.64	2.45	2.41
gene1317	6.71	5.62	9.85	9.18	9.5	9.02
gene1318	13911.03	15847.06	18332.83	14096.58	10332.44	12593.22
gene1319	7.65	13.29	11.17	27.61	26.65	26.32
gene1320	1.43	1.7	1.33	1.96	2.1	2.49
gene1321	146.97	163.95	198.32	165.61	210.25	170.0
gene1322	1.47	2.81	1.65	6.07	26.87	9.61
gene1323	7.86	4.86	5.75	5.02	4.08	6.68
gene1324	5.4	5.47	6.21	7.31	7.14	5.05
gene1325	3.25	3.92	4.58	6.07	5.02	4.69
gene1326	0.18	0.76	1.42	2.21	4.38	4.11
gene1327	46.81	53.57	69.07	30.89	27.96	29.03
gene1328	4.81	4.35	4.35	8.09	13.0	6.78
gene1329	38.09	49.28	46.9	56.6	84.83	61.26
gene1330	102.87	135.49	139.77	9.26	9.04	11.63
gene1331	20.72	22.92	26.04	22.07	22.48	22.52
gene1332	0.0	1.82	1.95	1.46	2.4	1.88
gene1333	0.0	0.0	0.0	1.64	0.0	0.0
gene1334	10.63	14.03	14.52	26.23	25.95	24.32
gene1335	33.21	36.47	43.13	71.35	66.88	73.79
gene1336	0.22	0.0	0.72	1.74	0.21	1.05
gene1337	14.72	28.63	22.8	20.45	28.94	19.28
gene1338	8.51	9.61	12.93	16.15	11.85	10.93
gene1339	22.47	31.72	30.32	33.04	36.32	33.22
gene1340	127.86	142.31	165.1	83.77	93.43	93.54
gene1341	27.11	32.76	38.35	60.12	58.68	55.09
gene1342	190.85	235.76	266.32	196.56	266.09	197.88
gene1343	166.38	174.16	235.78	281.81	221.64	235.94
gene1344	224.22	286.77	308.3	152.44	187.03	146.3
gene1345	72.36	74.1	80.24	41.82	65.46	62.33
gene1346	50.44	56.13	69.1	81.06	79.51	71.62
gene1347	7.11	11.76	15.47	13.51	21.13	16.33
gene1348	7.24	10.99	12.54	16.81	23.85	17.53
gene1349	29.51	48.53	46.32	20.2	22.88	26.17
gene1350	2.1	4.7	2.66	4.34	3.76	3.81
gene1351	1502.14	1446.85	1367.71	1921.34	1262.21	1554.03
gene1352	1.17	0.3	1.92	1.72	0.0	0.84
gene1353	2.28	2.99	3.88	3.4	2.18	3.82
gene1354	16.57	34.72	37.32	35.32	47.72	36.7
gene1355	12.05	14.33	22.64	17.22	17.82	12.83
gene1356	7.45	7.25	10.01	10.42	6.95	12.74
gene1357	105.69	99.45	152.94	164.75	137.45	160.69
gene1358	4.73	6.81	8.94	18.85	4.73	15.15
gene1359	177.05	246.54	276.77	247.49	286.62	244.97
gene1360	411.74	521.68	518.45	480.97	417.42	564.57
gene1361	36.86	36.41	41.12	20.95	23.64	20.83
gene1362	0.82	1.72	1.69	1.83	2.23	1.5
gene1363	43.13	87.48	74.06	215.43	244.32	237.09
gene1364	1.86	4.29	13.02	3.09	7.72	3.8
gene1365	50.44	56.13	69.1	81.06	79.51	71.62
gene1366	272.05	397.87	437.01	693.98	1062.63	784.29
gene1367	25.37	26.69	32.65	41.26	39.65	40.99
gene1368	57.15	71.04	75.21	125.28	77.81	109.51
gene1369	20.8	33.12	28.35	27.03	29.27	28.44
gene1370	8.92	7.19	12.4	3.9	3.34	5.74
gene1371	1.42	3.75	2.02	1.33	0.44	1.72
gene1372	35.1	32.03	41.76	44.7	38.8	46.83
gene1373	12.56	16.44	19.92	27.46	31.33	31.54
gene1374	136.44	196.77	173.31	123.65	124.42	124.48
gene1375	81.42	116.49	122.95	76.08	75.0	65.25
gene1376	51.4	69.76	73.01	133.31	168.95	142.82
gene1377	3152.22	4491.11	4373.63	3572.75	2870.26	2942.68
gene1378	9.59	13.06	12.21	10.26	23.68	11.39
gene1379	0.42	0.54	0.19	0.71	1.14	1.2
gene1380	15.18	27.67	28.68	56.4	46.22	56.05
gene1381	92.35	114.22	123.74	139.17	136.62	139.36
gene1382	47.47	54.79	71.76	140.41	161.97	126.99
gene1383	3.71	2.05	4.38	3.93	3.34	5.46
gene1384	1250.33	1110.02	1281.34	788.83	947.2	792.09
gene1385	22.02	21.01	22.49	47.07	53.41	40.84
gene1386	20.56	27.47	20.93	26.29	32.43	28.61
gene1387	21.61	28.34	36.18	22.58	25.45	24.95
gene1388	0.22	1.4	1.0	2.03	1.34	0.44
gene1389	82.24	100.46	113.26	144.91	195.11	144.45
gene1390	33.17	30.06	33.21	47.2	55.72	46.55
gene1391	5.33	3.36	1.03	4.97	8.07	7.92
gene1392	33.64	34.67	42.73	0.0	0.0	0.0
gene1393	44.89	35.95	52.81	34.2	30.36	35.82
gene1394	68.74	104.88	114.45	72.48	138.97	85.59
gene1395	19.86	32.66	37.58	20.0	22.2	24.38
gene1396	14.14	27.6	28.33	23.44	33.32	28.59
gene1397	36.28	50.92	44.67	51.21	52.88	44.15
gene1398	14.33	15.85	20.8	23.87	18.51	18.9
gene1399	0.5	0.26	1.37	3.46	0.49	1.92
gene1400	146.38	229.45	234.6	124.88	199.41	145.33
gene1401	11.89	7.82	11.16	16.1	17.2	14.65
gene1402	2.87	3.18	3.58	5.16	4.26	4.34
gene1403	22.15	32.64	28.03	28.9	32.9	38.1
gene1404	6284.2	6300.17	6468.05	3574.34	3531.19	3454.34
gene1405	1.34	4.01	3.4	5.91	5.62	7.07
gene1406	3.73	7.28	5.64	13.14	18.32	11.53
gene1407	26.32	43.97	44.93	43.93	62.77	46.1
gene1408	9.53	14.75	13.81	39.89	35.66	40.29
gene1409	2.51	5.88	4.89	7.24	8.86	7.62
gene1410	10.87	14.31	7.86	13.73	12.25	9.74
gene1411	57.37	55.59	75.13	72.82	71.35	62.9
gene1412	8.9	8.73	10.17	14.63	15.93	15.77
gene1413	12.61	20.08	18.02	106.65	105.75	120.14
gene1414	0.52	0.55	0.71	1.53	0.32	1.27
gene1415	29.72	35.81	45.43	44.54	50.74	47.72
gene1416	3.45	1.42	1.85	3.85	2.44	3.13
gene1417	5.58	8.51	10.66	10.98	5.19	4.2
gene1418	17.15	20.33	16.04	25.8	27.86	24.79
gene1419	3.0	6.18	6.59	13.51	9.88	10.95
gene1420	14.72	22.21	21.4	24.88	23.52	22.48
gene1421	70.35	83.7	53.93	69.55	112.34	93.24
gene1422	20.02	23.92	25.58	20.88	23.23	20.72
gene1423	65.6	49.05	63.4	85.08	76.87	91.01
gene1424	67.06	47.55	76.69	59.45	44.58	54.43
gene1425	152.24	207.94	209.31	147.64	123.34	131.6
gene1426	27.33	32.95	26.33	23.15	32.21	23.93
gene1427	166.29	266.31	274.13	136.36	175.6	144.38
gene1428	56.92	59.91	98.18	110.13	97.87	79.82
gene1429	3.24	4.46	5.37	5.06	5.78	5.87
gene1430	7.68	10.26	10.23	9.77	8.63	9.06
gene1431	145.39	264.15	237.66	321.42	450.07	354.54
gene1432	0.51	0.13	1.71	0.92	0.65	1.27
gene1433	63.68	73.57	79.12	154.59	133.16	144.9
gene1434	4.57	2.23	3.61	2.08	1.03	1.02
gene1435	423.65	594.78	596.43	225.79	363.07	260.84
gene1436	138.78	203.16	208.63	3.36	3.56	1.4
gene1437	13.21	18.53	22.11	47.7	41.07	41.1
gene1438	169.75	116.68	158.15	140.86	128.08	144.17
gene1439	8.7	9.94	12.62	14.56	19.53	12.17
gene1440	4.43	25.97	14.11	18.65	35.5	38.46
gene1441	3.29	0.83	0.44	4.69	3.49	3.43
gene1442	36.26	29.33	43.07	73.89	28.98	51.08
gene1443	0.0	0.65	0.7	0.0	1.78	0.58
gene1444	27.25	23.69	23.65	26.3	27.38	31.73
gene1445	6.63	4.37	6.13	3.94	5.21	5.36
gene1446	1.43	0.0	0.71	0.65	0.8	0.31
gene1447	33.99	37.11	54.68	37.57	41.6	34.32
gene1448	27.73	54.71	44.71	117.62	110.46	126.45
gene1449	449.7	886.89	651.35	180.9	205.69	192.77
gene1450	3.06	5.04	3.8	8.5	2.82	9.21
gene1451	200.03	296.39	280.14	235.28	258.01	248.36
gene1452	23.48	41.32	40.67	44.79	56.54	47.88
gene1453	3.23	5.7	6.96	4.63	7.6	5.59
gene1454	20.63	28.45	29.78	38.17	29.82	28.47
gene1455	1.24	1.55	2.41	2.69	1.44	2.07
gene1456	1.94	5.92	6.34	5.19	6.61	4.94
gene1457	15.05	20.39	19.94	30.32	21.67	32.76
gene1458	772.1	1639.49	1502.18	10.49	11.53	11.85
gene1459	26.58	43.32	35.56	23.59	35.05	27.87
gene1460	76.04	89.23	87.52	94.33	101.04	93.53
gene1461	46.39	11.96	21.23	17.77	15.98	7.89
gene1462	14.26	24.14	33.42	42.54	51.67	42.51
gene1463	224.86	225.52	175.64	86.62	70.39	84.44
gene1464	6.14	12.41	10.02	9.46	14.09	12.58
gene1465	12.32	19.42	17.76	28.39	28.38	28.38
gene1466	408.11	375.13	430.33	105.06	94.9	97.6
gene1467	26.56	35.38	44.52	36.3	25.07	32.16
gene1468	71.37	89.27	81.46	65.31	66.67	73.57
gene1469	46.1	64.35	74.96	67.84	63.18	66.24
gene1470	4.25	6.32	7.84	7.64	8.83	8.66
gene1471	336.88	327.49	507.81	426.39	471.68	401.9
gene1472	162.16	211.27	244.56	154.8	216.66	170.45
gene1473	7.59	10.2	9.78	13.17	9.73	11.21
gene1474	46.55	74.94	93.64	697.84	540.7	622.03
gene1475	1.33	4.06	5.08	5.82	4.17	6.6
gene1476	71.1	57.58	75.66	62.28	65.77	70.11
gene1477	3.82	6.73	6.9	5.94	6.69	5.5
gene1478	56.59	80.34	89.44	249.43	284.94	234.32
gene1479	767.69	982.29	1300.46	545.95	331.35	567.84
gene1480	5.66	16.11	11.41	26.84	33.48	27.25
gene1481	181.19	204.41	233.26	182.98	187.26	191.68
gene1482	32.68	47.08	48.85	55.66	60.12	60.66
gene1483	49.06	50.82	69.3	42.86	58.84	48.4
gene1484	7.82	12.2	6.27	18.85	23.73	14.09
gene1485	58.36	84.94	90.56	106.83	148.56	112.69
gene1486	2.08	0.0	0.0	0.0	0.0	0.0
gene1487	44.55	43.73	44.63	44.85	40.89	44.04
gene1488	7.53	14.19	18.76	14.97	13.41	15.72
gene1489	2.84	0.82	1.45	4.8	1.45	2.32
gene1490	6.73	15.16	12.22	15.95	15.04	13.2
gene1491	77.63	117.87	112.59	120.28	200.82	147.21
gene1492	27.07	37.12	38.71	68.97	116.27	80.14
gene1493	2.42	6.67	6.17	10.9	13.4	12.95
gene1494	563.04	612.68	741.15	537.66	567.58	521.78
gene1495	123.21	160.72	159.56	75.26	73.48	66.65
gene1496	180.1	257.17	333.66	7.65	8.24	5.11
gene1497	287.77	280.36	312.74	240.59	403.19	300.87
gene1498	0.0	1.05	1.26	5.78	6.73	6.58
gene1499	14.15	24.52	20.29	21.12	26.24	19.47
gene1500	8.45	11.02	11.28	21.06	19.41	16.04
gene1501	12.65	14.87	16.67	10.91	23.2	15.78
gene1502	7.47	17.89	22.75	19.1	10.58	15.26
gene1503	8.36	7.46	9.26	8.77	5.79	10.17
gene1504	29.36	30.95	46.43	238.37	279.41	220.6
gene1505	3.85	8.1	4.16	7.16	7.68	5.75
gene1506	62.55	113.08	112.33	890.94	866.52	858.62
gene1507	0.0	0.83	0.59	1.86	1.32	1.81
gene1508	47.93	47.94	49.56	55.69	42.1	39.84
gene1509	47.7	56.37	63.0	73.92	66.64	72.65
gene1510	1.53	1.29	1.74	1.52	0.73	1.33
gene1511	133.89	183.1	188.09	132.3	129.18	109.51
gene1512	2.3	3.8	2.92	9.74	11.75	7.59
gene1513	11.02	8.72	15.46	15.11	9.33	2.12
gene1514	549.3	747.56	957.35	937.1	830.12	891.13
gene1515	41.22	47.47	47.22	136.2	152.61	130.75
gene1516	6.68	10.46	8.42	12.92	16.51	13.33
gene1517	4.48	10.84	9.37	14.02	10.92	11.03
gene1518	2.87	3.81	3.73	1.86	3.22	3.61
gene1519	4.73	3.31	4.45	4.05	2.95	2.75
gene1520	4.0	3.91	1.81	4.16	3.62	7.11
gene1521	203.94	254.47	299.6	485.52	424.0	433.44
gene1522	8.59	16.36	17.96	13.6	10.55	13.96
gene1523	60.89	93.48	93.73	178.73	190.07	197.53
gene1524	22.92	34.29	37.9	43.01	53.36	42.82
gene1525	98.24	137.6	141.07	215.25	154.81	192.61
gene1526	8.18	4.6	6.57	1172.1	352.45	1036.47
gene1527	290.0	370.6	425.29	426.23	407.63	435.12
gene1528	1.71	1.61	2.79	0.4	0.98	1.05
gene1529	4.87	2.68	2.91	0.8	2.4	2.37
gene1530	47.07	56.91	46.73	33.19	22.76	23.36
gene1531	9.87	14.42	16.35	4.34	3.44	2.35
gene1532	32.2	38.62	36.85	55.41	57.12	54.12
gene1533	23.77	33.57	32.76	42.32	53.63	43.06
gene1534	6.69	5.61	7.8	2.63	1.66	2.08
gene1535	18.09	20.33	25.21	44.87	49.38	45.34
gene1536	35.62	35.06	44.43	24.3	15.67	20.14
gene1537	0.0	0.43	0.58	1.06	1.37	1.13
gene1538	12.73	15.66	14.6	10.01	10.4	11.13
gene1539	1636.9	1384.67	1628.79	947.19	907.82	890.05
gene1540	127.79	171.12	186.75	107.85	134.54	107.85
gene1541	86.95	131.84	118.21	226.66	362.11	287.09
gene1542	7.54	10.63	8.47	19.57	18.54	17.74
gene1543	36.86	47.58	50.35	95.95	94.24	102.32
gene1544	124.06	216.78	182.95	709.57	1594.91	1007.0
gene1545	275.62	322.76	323.18	354.21	266.8	320.95
gene1546	47.08	60.91	66.63	33.86	39.33	34.13
gene1547	5.2	4.98	6.69	8.16	6.52	7.9
gene1548	22.89	22.33	27.89	37.3	33.3	43.48
gene1549	2.63	4.34	3.48	5.49	2.07	2.28
gene1550	7.81	10.2	11.95	11.94	10.85	12.23
gene1551	5.56	7.54	6.22	7.36	5.46	7.94
gene1552	34.28	42.34	53.9	57.01	37.96	45.62
gene1553	71.11	106.34	92.15	80.11	100.11	87.71
gene1554	78.97	73.09	83.77	99.41	109.36	108.7
gene1555	11.68	18.13	17.64	32.65	32.86	28.83
gene1556	19.94	33.63	37.3	39.37	34.56	34.69
gene1557	29.36	38.57	42.07	44.72	58.89	52.7
gene1558	29.63	50.32	46.64	27.98	37.61	35.05
gene1559	27.67	55.56	59.13	23.65	45.7	36.65
gene1560	3.45	2.11	2.71	10.04	5.07	7.55
gene1561	164.69	266.41	281.66	182.99	262.07	226.0
gene1562	38.72	43.22	46.22	46.57	49.66	48.32
gene1563	66.02	103.72	107.28	171.82	195.13	176.26
gene1564	66.16	85.6	88.19	50.23	70.81	58.82
gene1565	12.65	16.96	18.26	22.19	24.22	18.02
gene1566	33.97	50.57	49.75	47.03	70.07	56.7
gene1567	352.3	498.54	478.81	358.71	378.44	349.24
gene1568	30.82	40.93	54.02	109.28	119.98	99.35
gene1569	4.02	6.1	8.18	9.78	10.43	5.92
gene1570	104.83	108.7	140.09	86.85	82.73	71.19
gene1571	100.07	107.76	104.65	132.15	189.46	138.34
gene1572	13.06	22.34	26.13	45.58	38.29	57.29
gene1573	4.74	7.41	9.74	27.88	24.51	21.12
gene1574	0.71	3.69	1.97	2.7	9.07	3.66
gene1575	2.34	1.75	1.68	2.73	2.2	1.82
gene1576	39.51	57.18	52.45	126.35	96.16	139.7
gene1577	12.87	21.15	21.94	14.47	13.68	17.01
gene1578	0.0	0.0	0.0	0.91	0.0	2.68
gene1579	18.21	22.72	34.64	25.3	26.99	26.65
gene1580	2.17	2.06	3.74	5.6	5.54	3.68
gene1581	23.23	24.5	22.14	25.42	35.91	28.67
gene1582	3.0	2.0	2.38	2.37	1.28	2.72
gene1583	28.29	45.28	40.04	46.39	62.76	52.58
gene1584	9.86	17.92	16.99	17.08	19.14	16.54
gene1585	1.41	1.84	3.33	3.22	2.83	2.95
gene1586	0.0	1.33	0.0	2.45	1.22	1.8
gene1587	379.03	499.87	544.12	814.2	977.42	735.3
gene1588	55.6	73.73	89.49	90.99	123.97	110.99
gene1589	39.68	29.82	49.35	36.76	24.91	25.7
gene1590	1679.16	1273.65	1635.63	1157.79	1303.22	1126.42
gene1591	1.15	2.57	2.93	5.35	4.47	5.18
gene1592	153.29	176.34	205.9	232.03	321.11	258.43
gene1593	18.53	19.31	20.66	66.47	71.67	63.89
gene1594	1.96	6.32	5.75	9.13	6.8	6.68
gene1595	2438.16	2162.27	2496.14	1924.89	2185.54	2284.6
gene1596	110.37	119.16	126.58	133.7	116.1	129.03
gene1597	47.93	47.94	49.56	55.69	42.1	39.84
gene1598	4.7	6.32	4.25	10.91	22.11	9.13
gene1599	14.71	17.77	17.64	17.05	17.4	16.31
gene1600	41.47	57.12	70.24	23.38	27.42	23.24
gene1601	106.51	141.36	151.11	108.13	155.07	123.34
gene1602	2.32	3.96	4.71	1.79	4.57	4.33
gene1603	55.45	75.61	78.91	183.11	176.4	197.4
gene1604	253.71	314.69	347.87	387.77	394.98	382.77
gene1605	49.57	53.67	53.74	50.26	48.74	48.53
gene1606	114.43	150.94	165.02	191.15	145.76	157.24
gene1607	6.48	6.2	5.57	11.03	11.64	5.82
gene1608	1.86	5.14	6.51	7.73	19.29	12.15
gene1609	34.35	58.82	56.01	74.03	106.78	95.69
gene1610	48.48	57.43	59.75	84.35	116.56	103.57
gene1611	114.25	164.62	149.81	210.28	299.07	244.89
gene1612	10.59	13.25	11.64	28.87	25.69	31.01
gene1613	10.66	14.21	12.47	17.18	17.49	17.44
gene1614	15.05	25.65	17.21	14.59	17.24	12.82
gene1615	44.85	17.6	63.4	11.23	9.3	10.16
gene1616	67.62	79.68	85.41	166.46	226.63	184.25
gene1617	51.66	49.8	67.73	66.38	58.15	60.18
gene1618	4.88	3.05	3.33	4.79	6.4	4.21
gene1619	19.08	17.11	10.95	55.18	56.42	45.08
gene1620	299.34	422.84	369.56	277.69	313.62	268.89
gene1621	26.53	50.79	54.99	62.05	66.5	57.79
gene1622	13.91	11.32	11.69	21.68	15.46	17.27
gene1623	0.0	0.0	0.0	0.46	0.46	0.5
gene1624	16.56	18.59	19.31	31.86	27.38	32.57
gene1625	5.86	1.05	11.39	3.71	3.71	2.74
gene1626	3.37	0.0	3.46	2.28	0.65	0.0
gene1627	137.7	183.22	210.76	35.6	53.42	52.84
gene1628	6.92	8.61	8.19	27.46	27.23	26.71
gene1629	80.18	113.7	116.49	180.79	224.76	186.06
gene1630	3.03	4.29	5.62	4.7	3.61	3.4
gene1631	50.47	92.13	97.64	75.17	99.51	98.82
gene1632	2.73	5.9	2.53	5.97	5.56	6.9
gene1633	53.56	74.19	86.23	130.24	114.31	118.61
gene1634	703.96	687.25	789.58	501.34	538.6	487.55
gene1635	2.44	3.13	3.53	5.38	11.33	7.76
gene1636	8.25	9.5	10.99	12.86	12.85	11.94
gene1637	3439.24	3180.78	3850.13	6174.35	3610.6	4348.08
gene1638	18.31	23.96	25.65	65.68	69.97	71.57
gene1639	38.3	29.48	35.57	61.02	50.03	60.49
gene1640	23.06	39.86	31.29	60.52	87.11	70.01
gene1641	913.75	836.27	893.78	824.74	594.86	627.81
gene1642	70.52	92.2	82.45	90.67	132.38	108.81
gene1643	6.29	18.42	19.86	16.64	13.45	26.41
gene1644	70.2	113.53	97.65	89.85	142.09	110.59
gene1645	0.61	1.48	1.18	2.18	2.79	2.73
gene1646	122.61	183.58	179.0	146.74	215.03	167.87
gene1647	54.97	83.11	81.68	74.55	96.7	77.79
gene1648	21.51	15.75	16.11	36.43	24.51	29.95
gene1649	7.3	9.09	9.88	17.51	19.54	18.1
gene1650	0.0	0.0	0.0	1.98	0.0	0.0
gene1651	104.13	167.36	153.88	130.12	200.77	148.29
gene1652	29.16	26.17	32.98	31.81	28.32	35.03
gene1653	79.24	117.18	121.23	159.46	178.05	162.0
gene1654	10.55	22.78	22.14	25.12	25.9	25.22
gene1655	68.19	84.13	82.79	114.29	161.13	127.98
gene1656	62.85	95.44	109.21	144.21	152.7	148.41
gene1657	0.39	1.57	7.18	9.71	8.15	7.63
gene1658	352.21	278.13	355.52	513.54	460.89	451.32
gene1659	80.46	91.93	106.32	131.44	149.47	135.29
gene1660	117.58	194.57	214.59	138.31	159.82	117.87
gene1661	2928.1	3999.98	4520.58	564.74	1633.94	677.9
gene1662	0.39	0.0	1.27	1.87	0.0	1.09
gene1663	2.71	6.03	7.01	2.77	1.37	2.34
gene1664	174.79	146.38	155.55	177.82	174.24	167.07
gene1665	156.33	120.77	148.54	197.2	118.66	156.21
gene1666	108.47	172.39	175.57	191.69	240.07	197.99
gene1667	4.66	7.74	10.74	2.93	2.72	1.63
gene1668	8.72	12.91	12.51	15.32	17.97	13.95
gene1669	19.82	40.77	36.98	31.88	42.75	27.57
gene1670	15.82	24.47	26.83	18.39	14.1	17.6
gene1671	4.24	9.51	7.73	12.96	4.31	14.12
gene1672	7.82	12.74	14.95	12.8	7.04	12.42
gene1673	4.77	8.69	4.57	0.74	0.73	1.08
gene1674	20.74	28.68	25.74	80.13	45.51	75.78
gene1675	100.05	138.82	145.11	65.68	108.2	64.56
gene1676	75.41	129.7	108.45	389.77	838.08	529.0
gene1677	318.39	438.38	495.4	425.17	801.48	511.29
gene1678	33.23	30.71	37.97	52.56	49.65	58.53
gene1679	4.42	6.32	7.55	5.46	4.45	6.22
gene1680	50.26	42.71	51.09	43.55	34.07	36.19
gene1681	185.12	301.87	289.5	248.39	302.55	263.53
gene1682	72.42	157.48	182.97	49.79	43.24	46.21
gene1683	1.72	2.83	4.35	7.06	9.74	6.59
gene1684	9.01	15.59	14.61	13.44	13.78	18.42
gene1685	5.57	3.43	2.79	73.47	54.78	86.56
gene1686	78.43	104.13	100.1	187.29	181.43	180.78
gene1687	17.63	12.43	17.67	11.6	8.1	7.21
gene1688	11.56	15.0	15.99	18.04	23.07	18.61
gene1689	45.45	62.78	58.84	146.1	92.53	122.73
gene1690	1463.11	1896.96	2115.24	412.88	581.68	475.11
gene1691	1.46	3.32	3.56	3.86	8.01	2.39
gene1692	415.34	315.22	434.08	187.71	165.57	179.98
gene1693	144.78	164.28	162.09	382.71	240.67	318.65
gene1694	53.27	56.43	68.65	53.47	84.01	57.52
gene1695	1.21	0.0	1.17	2.85	0.0	0.0
gene1696	14.22	27.76	34.63	26.98	28.93	30.21
gene1697	99.59	96.6	112.09	112.36	101.85	97.12
gene1698	4.14	6.19	7.96	9.93	10.09	9.74
gene1699	53.4	69.04	97.63	47.94	40.86	46.3
gene1700	38.75	57.35	65.22	55.57	75.4	61.04
gene1701	36.93	32.33	32.63	71.85	53.17	72.74
gene1702	7.63	6.32	11.79	7.14	6.54	7.33
gene1703	127.62	138.77	155.15	90.53	88.25	74.76
gene1704	17.07	33.96	29.51	35.93	45.7	44.25
gene1705	11.14	22.55	21.24	25.84	35.22	29.67
gene1706	242.63	361.85	381.56	232.82	362.9	239.44
gene1707	11.74	9.61	12.55	13.89	14.95	14.8
gene1708	29.83	34.02	44.0	73.16	58.24	74.37
gene1709	28.82	21.93	28.66	54.91	43.61	47.53
gene1710	23.87	41.55	39.03	30.9	29.69	33.21
gene1711	0.48	0.86	1.09	1.66	1.34	1.07
gene1712	69.1	86.03	93.3	137.5	121.34	108.83
gene1713	409.65	264.29	368.67	503.79	176.7	356.45
gene1714	1.42	2.03	1.46	0.62	0.0	0.0
gene1715	3.25	6.51	6.95	15.78	10.36	12.63
gene1716	13.98	14.75	24.19	21.37	19.62	18.73
gene1717	175.87	194.51	186.84	191.15	288.1	140.84
gene1718	22.49	28.5	34.59	34.14	32.7	33.51
gene1719	53.77	61.23	74.91	63.92	62.79	48.79
gene1720	158.68	164.28	254.36	197.36	189.07	164.7
gene1721	276.97	381.29	448.56	257.34	212.48	223.77
gene1722	47.87	54.9	64.91	107.84	156.39	133.0
gene1723	26.99	42.72	54.75	53.25	60.98	54.78
gene1724	213.42	157.69	214.51	86.08	54.18	72.74
gene1725	15.87	22.51	25.46	26.19	22.27	24.93
gene1726	49.21	65.51	59.55	84.77	104.32	88.05
gene1727	25.36	20.89	28.42	29.92	30.03	30.8
gene1728	1.93	0.98	1.05	0.31	2.49	1.52
gene1729	6.55	8.41	9.0	0.0	0.53	0.0
gene1730	17.35	22.53	18.28	47.11	55.82	47.82
gene1731	18.38	27.39	23.69	27.53	30.48	31.22
gene1732	66.32	90.15	88.73	135.66	133.73	127.3
gene1733	9.49	9.23	10.54	18.88	17.66	16.42
gene1734	3.82	1.45	2.35	4.64	9.24	5.84
gene1735	1.98	2.36	2.09	1.99	2.84	3.89
gene1736	49.82	67.0	67.31	84.08	117.21	95.52
gene1737	126.01	137.29	160.4	171.93	148.87	175.65
gene1738	77.67	117.47	134.14	118.76	113.62	121.72
gene1739	69.97	85.06	94.56	88.98	93.61	85.07
gene1740	4.06	10.16	9.28	53.06	36.09	52.77
gene1741	19.34	26.21	29.35	37.27	45.23	44.11
gene1742	1523.07	930.1	2800.83	130.09	114.95	137.52
gene1743	77.56	116.07	109.58	185.72	187.0	201.49
gene1744	3.11	6.67	6.22	8.09	7.47	6.51
gene1745	14.98	11.67	14.79	28.83	25.87	22.3
gene1746	58.44	85.8	88.88	167.89	236.16	172.35
gene1747	6.66	12.09	12.55	19.35	25.09	18.46
gene1748	33.1	35.2	58.06	60.08	32.91	43.92
gene1749	0.0	0.36	0.0	0.34	0.34	0.33
gene1750	0.0	3.5	1.9	2.36	4.72	1.55
gene1751	15.07	19.57	21.7	16.16	19.12	15.62
gene1752	1.69	1.94	1.69	6.61	10.75	5.36
gene1753	24.27	30.08	47.66	40.42	42.82	50.25
gene1754	311.09	482.39	513.25	292.35	348.43	332.89
gene1755	7.19	5.77	7.1	8.54	7.1	9.59
gene1756	0.97	1.02	1.7	1.42	1.55	1.38
gene1757	19.95	19.33	27.33	24.3	21.21	16.39
gene1758	190.18	228.85	256.04	123.41	164.1	127.71
gene1759	28.42	45.84	46.35	44.38	55.58	50.6
gene1760	6.86	7.77	7.86	3.67	3.84	4.74
gene1761	1.9	9.36	7.37	12.0	14.99	13.07
gene1762	100.66	146.62	154.6	126.47	154.65	129.33
gene1763	12.95	19.76	22.14	20.27	12.86	16.79
gene1764	253.37	306.72	346.73	390.34	386.67	420.38
gene1765	11.92	10.35	10.23	9.03	7.1	7.32
gene1766	153.99	238.96	240.82	206.2	268.08	225.46
gene1767	78.82	90.58	98.95	71.42	112.98	73.35
gene1768	136.8	176.47	216.18	211.92	275.37	250.02
gene1769	4.59	7.25	8.02	7.37	6.12	8.28
gene1770	17.44	22.59	22.82	22.76	27.26	24.6
gene1771	27.64	55.23	51.25	78.23	87.57	84.97
gene1772	4.67	3.39	2.72	1.63	0.81	1.32
gene1773	37.7	52.27	57.51	66.52	66.13	67.55
gene1774	21.07	23.26	21.45	43.32	39.92	44.4
gene1775	34.09	46.03	61.99	60.29	38.68	54.51
gene1776	0.0	0.0	0.0	1.08	0.0	0.0
gene1777	1442.43	1790.28	1807.11	974.41	1288.81	1030.71
gene1778	23.05	33.93	35.54	55.25	66.24	57.22
gene1779	103.19	83.8	87.74	74.19	105.68	85.86
gene1780	3.03	5.08	5.01	8.13	7.82	9.15
gene1781	10.59	17.02	16.04	11.04	12.92	11.53
gene1782	2.16	3.08	3.28	4.6	3.68	2.56
gene1783	2.37	2.62	3.13	6.8	8.25	8.18
